PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,CONTINENT_NAME,COUNTRY_SHORT_NAME,PEOPLE_DEATH_COUNT
0,2/17/2020,Asia,Kazakhstan,0
0,1/10/2020,Asia,Kazakhstan,0
0,1/5/2020,Asia,Kazakhstan,0
0,1/1/2020,Asia,Kazakhstan,0
23,10/13/2020,Asia,Laos,0
23,9/22/2020,Asia,Laos,0
22,9/1/2020,Asia,Laos,0
19,5/11/2020,Asia,Laos,0
19,5/15/2020,Asia,Laos,0
19,6/14/2020,Asia,Laos,0
19,6/29/2020,Asia,Laos,0
0,3/24/2020,Asia,Laos,0
0,3/4/2020,Asia,Laos,0
0,1/20/2020,Asia,Laos,0
3411,8/29/2020,Asia,Thailand,58
3506,9/20/2020,Asia,Thailand,59
3615,10/7/2020,Asia,Thailand,59
3156,6/24/2020,Asia,Thailand,58
3004,5/10/2020,Asia,Thailand,56
3180,7/3/2020,Asia,Thailand,58
1651,3/31/2020,Asia,Thailand,10
3317,8/2/2020,Asia,Thailand,58
50,3/8/2020,Asia,Thailand,1
35,2/23/2020,Asia,Thailand,0
19,2/3/2020,Asia,Thailand,0
17732,6/22/2020,Asia,Kazakhstan,120
34366,5/31/2020,Asia,Singapore,23
12693,4/26/2020,Asia,Singapore,12
42095,6/22/2020,Asia,Singapore,26
43459,6/29/2020,Asia,Singapore,26
43,2/10/2020,Asia,Singapore,0
77,2/18/2020,Asia,Singapore,0
0,1/19/2020,Asia,Singapore,0
401586,10/28/2020,Asia,Bangladesh,5838
388569,10/19/2020,Asia,Bangladesh,5660
403079,10/29/2020,Asia,Bangladesh,5861
48,3/28/2020,Asia,Bangladesh,5
2456,4/20/2020,Asia,Bangladesh,91
49,3/30/2020,Asia,Bangladesh,5
33610,5/25/2020,Asia,Bangladesh,480
18863,5/15/2020,Asia,Bangladesh,283
22268,5/18/2020,Asia,Bangladesh,328
0,3/8/2020,Asia,Bangladesh,0
0,2/26/2020,Asia,Bangladesh,0
0,2/13/2020,Asia,Bangladesh,0
0,2/21/2020,Asia,Bangladesh,0
6394068,10/2/2020,Asia,India,99773
2153010,8/9/2020,Asia,India,43379
3374,4/5/2020,Asia,India,77
439,3/23/2020,Asia,India,7
2268675,8/11/2020,Asia,India,45257
101139,5/19/2020,Asia,India,3163
2589682,8/16/2020,Asia,India,49980
276583,6/10/2020,Asia,India,7745
3,2/26/2020,Asia,India,0
3,2/7/2020,Asia,India,0
3,2/6/2020,Asia,India,0
0,1/19/2020,Asia,India,0
0,1/5/2020,Asia,India,0
25736,7/21/2020,Asia,Japan,988
72726,9/9/2020,Asia,Japan,1393
14839,5/3/2020,Asia,Japan,492
16536,5/23/2020,Asia,Japan,808
1953,4/1/2020,Asia,Japan,56
25,2/9/2020,Asia,Japan,0
84,2/20/2020,Asia,Japan,1
829,3/18/2020,Asia,Japan,28
15,2/1/2020,Asia,Japan,0
1,1/21/2020,Asia,Japan,0
54355,10/9/2020,Asia,Palestine,422
1375,6/24/2020,Asia,Palestine,5
2765,7/1/2020,Asia,Palestine,9
14838,7/31/2020,Asia,Palestine,84
24398,8/22/2020,Asia,Palestine,135
0,2/17/2020,Asia,Palestine,0
0,1/28/2020,Asia,Palestine,0
0,1/12/2020,Asia,Palestine,0
148,10/31/2020,Asia,Brunei Darussalam,3
145,9/23/2020,Asia,Brunei Darussalam,3
145,9/9/2020,Asia,Brunei Darussalam,3
148,10/24/2020,Asia,Brunei Darussalam,3
147,10/15/2020,Asia,Brunei Darussalam,3
146,10/14/2020,Asia,Brunei Darussalam,3
136,4/17/2020,Asia,Brunei Darussalam,1
141,7/27/2020,Asia,Brunei Darussalam,3
127,3/31/2020,Asia,Brunei Darussalam,1
138,4/21/2020,Asia,Brunei Darussalam,1
300201,10/16/2020,Asia,Israel,2127
248133,10/1/2020,Asia,Israel,1571
17071,6/1/2020,Asia,Israel,285
15398,4/27/2020,Asia,Israel,199
17706,6/6/2020,Asia,Israel,292
19008,6/14/2020,Asia,Israel,300
17562,6/5/2020,Asia,Israel,291
16621,5/19/2020,Asia,Israel,272
10,3/2/2020,Asia,Israel,0
0,1/7/2020,Asia,Israel,0
370832,10/30/2020,Asia,Turkey,10099
224252,7/25/2020,Asia,Turkey,5580
227982,7/29/2020,Asia,Turkey,5645
61049,4/14/2020,Asia,Turkey,1296
0,3/5/2020,Asia,Turkey,0
0,3/10/2020,Asia,Turkey,0
7827,9/24/2020,Asia,Myanmar,133
26064,10/11/2020,Asia,Myanmar,598
20,4/3/2020,Asia,Myanmar,1
350,7/27/2020,Asia,Myanmar,6
304,7/2/2020,Asia,Myanmar,6
318,7/9/2020,Asia,Myanmar,6
293,6/27/2020,Asia,Myanmar,6
0,3/1/2020,Asia,Myanmar,0
0,1/4/2020,Asia,Myanmar,0
275,9/23/2020,Asia,Cambodia,0
275,9/25/2020,Asia,Cambodia,0
287,10/26/2020,Asia,Cambodia,0
275,9/18/2020,Asia,Cambodia,0
283,10/15/2020,Asia,Cambodia,0
277,10/1/2020,Asia,Cambodia,0
246,8/9/2020,Asia,Cambodia,0
122,5/20/2020,Asia,Cambodia,0
202,7/25/2020,Asia,Cambodia,0
122,4/23/2020,Asia,Cambodia,0
273,8/21/2020,Asia,Cambodia,0
129,6/21/2020,Asia,Cambodia,0
122,5/12/2020,Asia,Cambodia,0
273,8/19/2020,Asia,Cambodia,0
129,6/18/2020,Asia,Cambodia,0
1,3/2/2020,Asia,Cambodia,0
1,2/17/2020,Asia,Cambodia,0
0,1/1/2020,Asia,Cambodia,0
2301,9/5/2020,Asia,Jordan,16
704,5/24/2020,Asia,Jordan,9
2945,9/12/2020,Asia,Jordan,21
4540,9/20/2020,Asia,Jordan,30
259,3/30/2020,Asia,Jordan,1
1104,6/27/2020,Asia,Jordan,9
465,5/5/2020,Asia,Jordan,9
1438,8/19/2020,Asia,Jordan,11
0,2/14/2020,Asia,Jordan,0
0,1/27/2020,Asia,Jordan,0
0,1/10/2020,Asia,Jordan,0
0,1/14/2020,Asia,Jordan,0
0,1/4/2020,Asia,Jordan,0
0,1/3/2020,Asia,Jordan,0
10194,9/30/2020,Asia,Maldives,34
13,3/21/2020,Asia,Maldives,0
2617,7/11/2020,Asia,Maldives,13
13,3/19/2020,Asia,Maldives,0
2203,6/22/2020,Asia,Maldives,8
0,2/22/2020,Asia,Maldives,0
0,2/25/2020,Asia,Maldives,0
372,7/10/2020,Asia,Syria,14
0,3/2/2020,Asia,Syria,0
92082,9/10/2020,Asia,Kuwait,552
191,3/25/2020,Asia,Kuwait,0
225,3/28/2020,Asia,Kuwait,0
0,1/23/2020,Asia,Kuwait,0
5528,10/28/2020,Asia,Syria,275
164,6/13/2020,Asia,Syria,6
58,5/18/2020,Asia,Syria,3
2293,8/26/2020,Asia,Syria,92
0,1/24/2020,Asia,Syria,0
89582,9/7/2020,Asia,Kuwait,544
43703,6/27/2020,Asia,Kuwait,341
0,2/15/2020,Asia,Kuwait,0
0,1/29/2020,Asia,Kuwait,0
556,4/6/2020,Asia,Kuwait,1
104,3/15/2020,Asia,Kuwait,0
123906,10/29/2020,Asia,Kuwait,763
291789,9/23/2020,Asia,Philippines,5049
354338,10/18/2020,Asia,Philippines,6603
238727,9/8/2020,Asia,Philippines,3890
56259,7/13/2020,Asia,Philippines,1534
20626,6/6/2020,Asia,Philippines,987
74390,7/24/2020,Asia,Philippines,1871
30052,6/22/2020,Asia,Philippines,1169
22992,6/10/2020,Asia,Philippines,1017
27238,6/18/2020,Asia,Philippines,1108
32295,6/25/2020,Asia,Philippines,1204
33,3/10/2020,Asia,Philippines,1
301,8/30/2020,Asia,Mongolia,0
313,10/2/2020,Asia,Mongolia,0
220,7/4/2020,Asia,Mongolia,0
14,4/3/2020,Asia,Mongolia,0
297,8/14/2020,Asia,Mongolia,0
30,4/15/2020,Asia,Mongolia,0
135,5/16/2020,Asia,Mongolia,0
42,5/12/2020,Asia,Mongolia,0
1,3/14/2020,Asia,Mongolia,0
0,1/28/2020,Asia,Mongolia,0
0,1/23/2020,Asia,Mongolia,0
0,1/26/2020,Asia,Mongolia,0
0,1/24/2020,Asia,Mongolia,0
127624,10/28/2020,Asia,United Arab Emirates,482
88532,9/25/2020,Asia,United Arab Emirates,407
84916,9/21/2020,Asia,United Arab Emirates,404
19661,5/13/2020,Asia,United Arab Emirates,203
59546,7/29/2020,Asia,United Arab Emirates,347
60999,8/3/2020,Asia,United Arab Emirates,351
7865,4/22/2020,Asia,United Arab Emirates,46
18198,5/11/2020,Asia,United Arab Emirates,198
333,3/27/2020,Asia,United Arab Emirates,2
51540,7/6/2020,Asia,United Arab Emirates,323
9,2/20/2020,Asia,United Arab Emirates,0
91196,9/17/2020,Asia,Oman,805
101814,10/6/2020,Asia,Oman,985
94051,9/22/2020,Asia,Oman,853
86380,9/4/2020,Asia,Oman,705
81580,8/10/2020,Asia,Oman,513
48,3/21/2020,Asia,Oman,0
419,4/8/2020,Asia,Oman,2
83769,8/24/2020,Asia,Oman,609
42555,7/3/2020,Asia,Oman,188
2348,5/1/2020,Asia,Oman,11
39060,6/30/2020,Asia,Oman,169
419,4/9/2020,Asia,Oman,2
0,2/21/2020,Asia,Oman,0
0,1/17/2020,Asia,Oman,0
0,12/31/2019,Asia,Oman,0
3333,9/25/2020,Asia,Sri Lanka,13
3283,9/20/2020,Asia,Sri Lanka,13
1915,6/17/2020,Asia,Sri Lanka,11
148,4/3/2020,Asia,Sri Lanka,3
2074,7/5/2020,Asia,Sri Lanka,11
2010,6/26/2020,Asia,Sri Lanka,11
2815,8/1/2020,Asia,Sri Lanka,11
2918,8/21/2020,Asia,Sri Lanka,11
755,5/5/2020,Asia,Sri Lanka,8
1,2/21/2020,Asia,Sri Lanka,0
0,1/4/2020,Asia,Sri Lanka,0
0,1/2/2020,Asia,Sri Lanka,0
318932,10/12/2020,Asia,Pakistan,6570
5038,4/12/2020,Asia,Pakistan,86
240848,7/9/2020,Asia,Pakistan,4983
4788,4/11/2020,Asia,Pakistan,71
0,1/27/2020,Asia,Pakistan,0
0,1/15/2020,Asia,Pakistan,0
79529,10/31/2020,Asia,Lebanon,625
62944,10/20/2020,Asia,Lebanon,526
2419,7/14/2020,Asia,Lebanon,36
7413,8/13/2020,Asia,Lebanon,89
2,2/27/2020,Asia,Lebanon,0
0,1/31/2020,Asia,Lebanon,0
78,3/22/2020,Asia,Sri Lanka,0
306886,9/22/2020,Asia,Pakistan,6424
16,3/11/2020,Asia,Pakistan,0
54588,10/23/2020,Asia,Kyrgyzstan,1126
48097,10/8/2020,Asia,Kyrgyzstan,1069
56170,10/26/2020,Asia,Kyrgyzstan,1134
612,4/22/2020,Asia,Kyrgyzstan,7
2007,6/7/2020,Asia,Kyrgyzstan,22
0,2/11/2020,Asia,Kyrgyzstan,0
0,2/2/2020,Asia,Kyrgyzstan,0
10505,9/24/2020,Asia,Malaysia,133
8734,7/16/2020,Asia,Malaysia,122
9002,8/5/2020,Asia,Malaysia,125
8704,7/12/2020,Asia,Malaysia,122
7185,5/24/2020,Asia,Malaysia,115
9001,8/4/2020,Asia,Malaysia,125
4346,4/11/2020,Asia,Malaysia,70
22,2/17/2020,Asia,Malaysia,0
6298,5/4/2020,Asia,Malaysia,105
8,2/2/2020,Asia,Malaysia,0
0,1/12/2020,Asia,Malaysia,0
493,9/6/2020,Asia,Taiwan,7
530,10/13/2020,Asia,Taiwan,7
441,5/26/2020,Asia,Taiwan,7
427,4/24/2020,Asia,Taiwan,6
443,6/9/2020,Asia,Taiwan,7
376,4/8/2020,Asia,Taiwan,5
440,5/15/2020,Asia,Taiwan,7
443,6/5/2020,Asia,Taiwan,7
441,5/29/2020,Asia,Taiwan,7
548,10/23/2020,Asia,Taiwan,7
432798,9/24/2020,Asia,Iran,24840
402029,9/14/2020,Asia,Iran,23157
101650,5/7/2020,Asia,Iran,6418
324692,8/9/2020,Asia,Iran,18264
288839,7/26/2020,Asia,Iran,15484
304204,8/1/2020,Asia,Iran,16766
314786,8/5/2020,Asia,Iran,17617
80868,4/19/2020,Asia,Iran,5031
99970,5/6/2020,Asia,Iran,6340
91472,4/28/2020,Asia,Iran,5806
12729,3/15/2020,Asia,Iran,611
0,1/12/2020,Asia,Iran,0
25199,10/18/2020,Asia,South Korea,444
21432,9/8/2020,Asia,South Korea,341
10694,4/22/2020,Asia,South Korea,238
14770,8/13/2020,Asia,South Korea,305
4212,3/2/2020,Asia,South Korea,22
25333,10/20/2020,Asia,South Korea,447
15,2/2/2020,Asia,South Korea,0
7,1/31/2020,Asia,South Korea,0
118196,8/29/2020,Asia,Qatar,196
121287,9/12/2020,Asia,Qatar,205
112947,8/10/2020,Asia,Qatar,184
25149,5/13/2020,Asia,Qatar,14
108638,7/25/2020,Asia,Qatar,164
115080,8/17/2020,Asia,Qatar,193
11244,4/28/2020,Asia,Qatar,10
0,2/9/2020,Asia,Qatar,0
0,1/30/2020,Asia,Qatar,0
2059,10/18/2020,Asia,Yemen,597
1934,8/28/2020,Asia,Yemen,562
310,5/31/2020,Asia,Yemen,77
1,4/10/2020,Asia,Yemen,0
25,5/7/2020,Asia,Yemen,5
0,3/21/2020,Asia,Yemen,0
1380,7/11/2020,Asia,Yemen,364
0,3/31/2020,Asia,Yemen,0
0,1/28/2020,Asia,Yemen,0
0,2/3/2020,Asia,Yemen,0
0,1/15/2020,Asia,Yemen,0
0,1/3/2020,Asia,Yemen,0
89836,8/29/2020,Asia,China,4718
90168,9/13/2020,Asia,China,4734
90079,9/8/2020,Asia,China,4732
89814,8/28/2020,Asia,China,4715
90584,10/3/2020,Asia,China,4739
83884,4/24/2020,Asia,China,4636
84159,6/3/2020,Asia,China,4638
85483,7/19/2020,Asia,China,4646
78159,2/26/2020,Asia,China,2717
80879,3/10/2020,Asia,China,3139
27,1/2/2020,Asia,China,0
38815,9/15/2020,Asia,Afghanistan,1426
794,4/17/2020,Asia,Afghanistan,29
37759,8/20/2020,Asia,Afghanistan,1383
33908,7/10/2020,Asia,Afghanistan,957
1031,4/21/2020,Asia,Afghanistan,35
28833,6/22/2020,Asia,Afghanistan,581
37599,8/19/2020,Asia,Afghanistan,1375
1,3/5/2020,Asia,Afghanistan,0
0,1/4/2020,Asia,Afghanistan,0
330798,9/23/2020,Asia,Saudi Arabia,4542
194225,7/2/2020,Asia,Saudi Arabia,1698
250920,7/20/2020,Asia,Saudi Arabia,2486
18811,4/28/2020,Asia,Saudi Arabia,144
0,2/13/2020,Asia,Saudi Arabia,0
353566,9/29/2020,Asia,Iraq,9052
72460,7/11/2020,Asia,Iraq,2960
154,3/18/2020,Asia,Iraq,11
160436,8/13/2020,Asia,Iraq,5588
0,2/8/2020,Asia,Iraq,0
168290,8/15/2020,Asia,Iraq,5709
112585,7/28/2020,Asia,Iraq,4458
73476,10/7/2020,Asia,Bahrain,262
70864,10/1/2020,Asia,Bahrain,252
2647,4/27/2020,Asia,Bahrain,8
25267,6/28/2020,Asia,Bahrain,78
45726,8/14/2020,Asia,Bahrain,167
306,3/22/2020,Asia,Bahrain,1
42132,8/5/2020,Asia,Bahrain,151
500,3/30/2020,Asia,Bahrain,4
10052,5/29/2020,Asia,Bahrain,15
2723,4/28/2020,Asia,Bahrain,8
0,2/12/2020,Asia,Bahrain,0
0,2/3/2020,Asia,Bahrain,0
0,1/31/2020,Asia,Bahrain,0
385980,10/25/2020,Asia,Indonesia,13205
291182,10/2/2020,Asia,Indonesia,10856
88214,7/21/2020,Asia,Indonesia,4239
6575,4/20/2020,Asia,Indonesia,582
2738,4/8/2020,Asia,Indonesia,221
155412,8/25/2020,Asia,Indonesia,6759
2,3/4/2020,Asia,Indonesia,0
0,1/11/2020,Asia,Indonesia,0
1141,10/21/2020,Asia,Vietnam,35
1046,9/3/2020,Asia,Vietnam,35
1044,9/2/2020,Asia,Vietnam,34
1063,9/15/2020,Asia,Vietnam,35
373,7/21/2020,Asia,Vietnam,0
431,7/28/2020,Asia,Vietnam,0
509,7/31/2020,Asia,Vietnam,0
10,2/5/2020,Asia,Vietnam,0
5,1/31/2020,Asia,Vietnam,0
0,1/9/2020,Asia,Vietnam,0
28,9/30/2020,Asia,Timor Leste,0
27,9/13/2020,Asia,Timor Leste,0
27,9/9/2020,Asia,Timor Leste,0
27,8/28/2020,Asia,Timor Leste,0
24,6/3/2020,Asia,Timor Leste,0
24,5/1/2020,Asia,Timor Leste,0
1,3/30/2020,Asia,Timor Leste,0
24,6/20/2020,Asia,Timor Leste,0
0,2/28/2020,Asia,Timor Leste,0
0,1/13/2020,Asia,Timor Leste,0
8583,9/1/2020,Asia,Tajikistan,68
8654,9/3/2020,Asia,Tajikistan,69
9811,10/2/2020,Asia,Tajikistan,77
9303,9/20/2020,Asia,Tajikistan,73
4529,6/8/2020,Asia,Tajikistan,48
0,2/10/2020,Asia,Tajikistan,0
0,2/13/2020,Asia,Tajikistan,0
7665,8/7/2020,Asia,Tajikistan,62
0,1/17/2020,Asia,Tajikistan,0
59905,10/8/2020,Asia,Uzbekistan,494
1657,4/21/2020,Asia,Uzbekistan,5
3874,6/4/2020,Asia,Uzbekistan,16
1836,4/25/2020,Asia,Uzbekistan,8
0,3/15/2020,Asia,Uzbekistan,0
27,5/25/2020,Asia,Bhutan,0
5,4/18/2020,Asia,Bhutan,0
80,7/7/2020,Asia,Bhutan,0
84,7/14/2020,Asia,Bhutan,0
21,5/18/2020,Asia,Bhutan,0
0,1/5/2020,Asia,Bhutan,0
132246,10/19/2020,Asia,Nepal,739
50465,9/11/2020,Asia,Nepal,317
153008,10/24/2020,Asia,Nepal,829
82450,10/3/2020,Asia,Nepal,520
18094,7/23/2020,Asia,Nepal,42
17344,7/17/2020,Asia,Nepal,39
27241,8/18/2020,Asia,Nepal,107
0,1/20/2020,Asia,Nepal,0
57840,10/8/2020,Asia,Singapore,27
56572,8/28/2020,Asia,Singapore,27
57794,10/3/2020,Asia,Singapore,27
35836,6/3/2020,Asia,Singapore,24
47655,7/19/2020,Asia,Singapore,27
45140,7/8/2020,Asia,Singapore,26
138,3/8/2020,Asia,Singapore,0
98,2/29/2020,Asia,Singapore,0
47,2/12/2020,Asia,Singapore,0
40197,6/14/2020,Asia,Singapore,26
396413,10/24/2020,Asia,Bangladesh,5761
237661,8/1/2020,Asia,Bangladesh,3111
2948,4/21/2020,Asia,Bangladesh,101
10929,5/6/2020,Asia,Bangladesh,183
0,2/9/2020,Asia,Bangladesh,0
0,2/7/2020,Asia,Bangladesh,0
0,1/31/2020,Asia,Bangladesh,0
190535,6/1/2020,Asia,India,5394
1965,4/2/2020,Asia,India,50
19984,4/22/2020,Asia,India,640
3,2/16/2020,Asia,India,0
37183,6/6/2020,Asia,Singapore,24
528859,6/28/2020,Asia,India,16095
140707,9/30/2020,Asia,Kazakhstan,2078
147297,10/25/2020,Asia,Kazakhstan,2189
47171,7/5/2020,Asia,Kazakhstan,188
1591,4/18/2020,Asia,Kazakhstan,17
4277,5/6/2020,Asia,Kazakhstan,29
0,3/8/2020,Asia,Kazakhstan,0
0,1/22/2020,Asia,Kazakhstan,0
22,9/3/2020,Asia,Laos,0
19,6/17/2020,Asia,Laos,0
19,5/9/2020,Asia,Laos,0
19,4/29/2020,Asia,Laos,0
19,7/1/2020,Asia,Laos,0
19,4/19/2020,Asia,Laos,0
20,8/13/2020,Asia,Laos,0
19,5/12/2020,Asia,Laos,0
20,8/19/2020,Asia,Laos,0
3545,9/28/2020,Asia,Thailand,59
3185,7/4/2020,Asia,Thailand,58
2765,4/20/2020,Asia,Thailand,47
2922,4/26/2020,Asia,Thailand,51
3202,7/9/2020,Asia,Thailand,58
3310,7/31/2020,Asia,Thailand,58
3025,5/16/2020,Asia,Thailand,56
3348,8/8/2020,Asia,Thailand,58
3351,8/11/2020,Asia,Thailand,58
70,3/13/2020,Asia,Thailand,1
37,2/25/2020,Asia,Thailand,0
25,2/6/2020,Asia,Thailand,0
145320,10/18/2020,Asia,Kazakhstan,2149
90710,10/15/2020,Asia,Japan,1646
78657,9/21/2020,Asia,Japan,1500
18874,7/2/2020,Asia,Japan,975
17916,6/22/2020,Asia,Japan,953
63121,8/25/2020,Asia,Japan,1196
10361,4/19/2020,Asia,Japan,161
48238,8/11/2020,Asia,Japan,1051
38,2/15/2020,Asia,Japan,1
23473,7/17/2020,Asia,Japan,985
11,1/30/2020,Asia,Japan,0
0,1/13/2020,Asia,Japan,0
42379,9/17/2020,Asia,Palestine,276
570,5/20/2020,Asia,Palestine,4
547,5/10/2020,Asia,Palestine,4
115,3/31/2020,Asia,Palestine,1
0,2/12/2020,Asia,Palestine,0
0,1/19/2020,Asia,Palestine,0
0,1/9/2020,Asia,Palestine,0
147,10/18/2020,Asia,Brunei Darussalam,3
145,9/14/2020,Asia,Brunei Darussalam,3
114,3/27/2020,Asia,Brunei Darussalam,0
141,7/8/2020,Asia,Brunei Darussalam,3
138,4/25/2020,Asia,Brunei Darussalam,1
0,2/10/2020,Asia,Brunei Darussalam,0
0,2/24/2020,Asia,Brunei Darussalam,0
0,2/18/2020,Asia,Brunei Darussalam,0
0,1/17/2020,Asia,Brunei Darussalam,0
312024,10/28/2020,Asia,Israel,2483
148564,9/12/2020,Asia,Israel,1090
12758,4/17/2020,Asia,Israel,142
61956,7/27/2020,Asia,Israel,470
26257,7/2/2020,Asia,Israel,322
16548,5/14/2020,Asia,Israel,264
16720,5/25/2020,Asia,Israel,280
20339,6/20/2020,Asia,Israel,304
96409,8/19/2020,Asia,Israel,708
12501,4/16/2020,Asia,Israel,130
39,3/10/2020,Asia,Israel,0
317272,9/30/2020,Asia,Turkey,8130
208938,7/9/2020,Asia,Turkey,5282
117589,4/30/2020,Asia,Turkey,3081
162120,5/30/2020,Asia,Turkey,4489
139771,5/12/2020,Asia,Turkey,3841
0,3/7/2020,Asia,Turkey,0
0,2/9/2020,Asia,Turkey,0
0,2/15/2020,Asia,Turkey,0
0,1/30/2020,Asia,Turkey,0
0,1/22/2020,Asia,Turkey,0
4621,9/19/2020,Asia,Myanmar,75
34875,10/18/2020,Asia,Myanmar,838
306,7/4/2020,Asia,Myanmar,6
261,6/12/2020,Asia,Myanmar,6
0,1/17/2020,Asia,Myanmar,0
0,1/3/2020,Asia,Myanmar,0
273,8/30/2020,Asia,Cambodia,0
251,8/10/2020,Asia,Cambodia,0
114,4/3/2020,Asia,Cambodia,0
141,6/28/2020,Asia,Cambodia,0
122,5/17/2020,Asia,Cambodia,0
246,8/8/2020,Asia,Cambodia,0
1,2/16/2020,Asia,Cambodia,0
20200,10/8/2020,Asia,Jordan,131
397,4/15/2020,Asia,Jordan,7
1,3/15/2020,Asia,Jordan,0
0,2/17/2020,Asia,Jordan,0
2739,9/11/2020,Asia,Jordan,20
1176,7/28/2020,Asia,Jordan,11
56,3/20/2020,Asia,Jordan,0
586,5/15/2020,Asia,Jordan,9
0,2/26/2020,Asia,Jordan,0
1,3/9/2020,Asia,Jordan,0
7578,8/30/2020,Asia,Maldives,28
9568,9/19/2020,Asia,Maldives,33
9818,9/23/2020,Asia,Maldives,34
904,5/13/2020,Asia,Maldives,3
1106,5/19/2020,Asia,Maldives,4
2,3/8/2020,Asia,Maldives,0
955,5/14/2020,Asia,Maldives,4
2323,6/29/2020,Asia,Maldives,8
282724,9/30/2020,Asia,Indonesia,10601
228993,9/17/2020,Asia,Indonesia,9100
214757,9/13/2020,Asia,Indonesia,8650
174796,9/1/2020,Asia,Indonesia,7417
333449,10/12/2020,Asia,Indonesia,11844
361867,10/19/2020,Asia,Indonesia,12511
32033,6/9/2020,Asia,Indonesia,1883
75699,7/13/2020,Asia,Indonesia,3606
35295,6/12/2020,Asia,Indonesia,2000
2092,4/5/2020,Asia,Indonesia,191
893,3/27/2020,Asia,Indonesia,78
16006,5/15/2020,Asia,Indonesia,1043
42762,6/19/2020,Asia,Indonesia,2339
54010,6/29/2020,Asia,Indonesia,2754
137468,8/16/2020,Asia,Indonesia,6071
1122,10/15/2020,Asia,Vietnam,35
270,5/1/2020,Asia,Vietnam,0
964,8/17/2020,Asia,Vietnam,24
212,4/1/2020,Asia,Vietnam,0
332,6/11/2020,Asia,Vietnam,0
0,1/19/2020,Asia,Vietnam,0
27549,6/3/2020,Asia,Indonesia,1663
135123,8/15/2020,Asia,Indonesia,6021
16,2/13/2020,Asia,Vietnam,0
24,5/26/2020,Asia,Timor Leste,0
24,7/16/2020,Asia,Timor Leste,0
24,5/30/2020,Asia,Timor Leste,0
22,4/21/2020,Asia,Timor Leste,0
0,3/12/2020,Asia,Timor Leste,0
5567,6/24/2020,Asia,Tajikistan,52
522,5/9/2020,Asia,Tajikistan,12
3100,5/28/2020,Asia,Tajikistan,46
0,3/18/2020,Asia,Tajikistan,0
6786,7/18/2020,Asia,Tajikistan,56
1729,5/19/2020,Asia,Tajikistan,41
3563,5/29/2020,Asia,Tajikistan,47
1524,5/18/2020,Asia,Tajikistan,39
0,1/21/2020,Asia,Tajikistan,0
0,1/5/2020,Asia,Tajikistan,0
58421,10/4/2020,Asia,Uzbekistan,479
63737,10/20/2020,Asia,Uzbekistan,533
60894,10/11/2020,Asia,Uzbekistan,503
2950,5/21/2020,Asia,Uzbekistan,13
4448,6/9/2020,Asia,Uzbekistan,18
22169,7/29/2020,Asia,Uzbekistan,127
3769,6/3/2020,Asia,Uzbekistan,15
23,3/19/2020,Asia,Uzbekistan,0
0,1/30/2020,Asia,Uzbekistan,0
0,1/11/2020,Asia,Uzbekistan,0
57889,10/15/2020,Asia,Singapore,28
50369,7/27/2020,Asia,Singapore,27
52205,8/1/2020,Asia,Singapore,27
53346,8/5/2020,Asia,Singapore,27
49098,7/24/2020,Asia,Singapore,27
0,1/1/2020,Asia,Singapore,0
367565,10/4/2020,Asia,Bangladesh,5325
302147,8/27/2020,Asia,Bangladesh,4082
287959,8/21/2020,Asia,Bangladesh,3822
36751,5/27/2020,Asia,Bangladesh,522
0,1/28/2020,Asia,Bangladesh,0
6225763,9/30/2020,Asia,India,97497
5020359,9/16/2020,Asia,India,82066
4562414,9/11/2020,Asia,India,76271
5214677,9/18/2020,Asia,India,84372
13387,4/17/2020,Asia,India,437
37336,5/2/2020,Asia,India,1218
0,1/24/2020,Asia,India,0
0,1/14/2020,Asia,India,0
187,3/13/2020,Asia,Singapore,0
366383,10/3/2020,Asia,Bangladesh,5305
439882,9/26/2020,Asia,Iran,25222
416198,9/19/2020,Asia,Iran,23952
468119,10/4/2020,Asia,Iran,26746
568896,10/26/2020,Asia,Iran,32616
422140,9/21/2020,Asia,Iran,24301
492378,10/10/2020,Asia,Iran,28098
106220,5/10/2020,Asia,Iran,6589
343203,8/17/2020,Asia,Iran,19639
2336,3/4/2020,Asia,Iran,77
0,2/8/2020,Asia,Iran,0
60500,4/7/2020,Asia,Iran,3739
0,1/6/2020,Asia,Iran,0
0,1/3/2020,Asia,Iran,0
23216,9/23/2020,Asia,South Korea,388
24606,10/11/2020,Asia,South Korea,432
9037,3/24/2020,Asia,South Korea,120
24,2/8/2020,Asia,South Korea,0
11122,5/21/2020,Asia,South Korea,264
10450,4/11/2020,Asia,South Korea,208
0,1/4/2020,Asia,South Korea,0
12942,5/20/2020,Asia,Philippines,837
33069,6/26/2020,Asia,Philippines,1212
3764,4/8/2020,Asia,Philippines,177
65304,7/19/2020,Asia,Philippines,1773
1075,3/29/2020,Asia,Philippines,68
15588,5/29/2020,Asia,Philippines,921
0,1/20/2020,Asia,Philippines,0
0,1/14/2020,Asia,Philippines,0
0,1/4/2020,Asia,Philippines,0
313,9/29/2020,Asia,Mongolia,0
312,9/20/2020,Asia,Mongolia,0
287,7/21/2020,Asia,Mongolia,0
15,4/8/2020,Asia,Mongolia,0
35,4/23/2020,Asia,Mongolia,0
204,6/19/2020,Asia,Mongolia,0
