Positive Cases,Reported Date,Country Name,Death Count
5532,4/23/2020,Malaysia,93
22,2/21/2020,Malaysia,0
4,1/26/2020,Malaysia,0
0,1/17/2020,Malaysia,0
442,5/31/2020,Taiwan,7
441,5/28/2020,Taiwan,7
165,3/23/2020,Taiwan,2
77,3/18/2020,Taiwan,1
441,5/27/2020,Taiwan,7
32,2/27/2020,Taiwan,1
8,1/29/2020,Taiwan,0
0,1/9/2020,Taiwan,0
0,2/29/2020,Kazakhstan,0
0,1/7/2020,Kazakhstan,0
0,3/23/2020,Laos,0
19,5/24/2020,Laos,0
0,3/12/2020,Laos,0
0,3/13/2020,Laos,0
0,3/6/2020,Laos,0
0,1/26/2020,Laos,0
0,1/6/2020,Laos,0
2922,4/27/2020,Thailand,51
47,3/6/2020,Thailand,1
5,1/25/2020,Thailand,0
0,1/7/2020,Thailand,0
0,1/1/2020,Laos,0
949,4/3/2020,Qatar,3
2057,4/8/2020,Qatar,6
8525,4/25/2020,Qatar,10
0,3/19/2020,Yemen,0
0,3/26/2020,Yemen,0
80908,3/11/2020,China,3161
79355,2/29/2020,China,2837
81063,3/17/2020,China,3225
59,1/9/2020,China,0
540,5/11/2020,Jordan,9
494,5/8/2020,Jordan,9
522,5/10/2020,Jordan,9
519,5/3/2020,Maldives,1
277,4/30/2020,Maldives,0
0,2/20/2020,Maldives,0
835,5/11/2020,Maldives,3
0,1/26/2020,Maldives,0
0,1/31/2020,Maldives,0
0,1/22/2020,Maldives,0
0,1/10/2020,Maldives,0
2633,4/3/2020,Philippines,107
2084,3/31/2020,Philippines,88
13434,5/22/2020,Philippines,846
3,3/5/2020,Philippines,1
3,2/16/2020,Philippines,1
38,4/26/2020,Mongolia,0
1,3/16/2020,Mongolia,0
25,4/13/2020,Syria,2
42,4/24/2020,Syria,3
44,5/2/2020,Syria,3
1752,4/19/2020,Kuwait,6
0,1/28/2020,Kuwait,0
0,1/10/2020,Kuwait,0
0,3/7/2020,Syria,0
0,3/11/2020,Syria,0
176,3/22/2020,Kuwait,0
188,3/23/2020,Kuwait,0
993,4/11/2020,Kuwait,1
0,1/3/2020,Syria,0
0,2/1/2020,Kuwait,0
0,1/2/2020,Kuwait,0
1520,5/27/2020,Kyrgyzstan,16
0,3/15/2020,Kyrgyzstan,0
339,4/11/2020,Kyrgyzstan,5
0,1/16/2020,Kyrgyzstan,0
0,1/2/2020,Kyrgyzstan,0
9478,3/28/2020,South Korea,144
601,2/23/2020,South Korea,5
10661,4/19/2020,South Korea,234
0,1/19/2020,South Korea,0
333,3/26/2020,United Arab Emirates,2
21084,5/15/2020,United Arab Emirates,208
24190,5/19/2020,United Arab Emirates,224
27,3/5/2020,United Arab Emirates,0
7,2/8/2020,United Arab Emirates,0
109286,5/12/2020,Iran,6685
0,1/8/2020,Iran,0
5,4/8/2020,Bhutan,0
1,3/12/2020,Bhutan,0
0,1/17/2020,Bhutan,0
0,1/24/2020,Bhutan,0
0,1/8/2020,Bhutan,0
6,4/5/2020,Nepal,0
1,3/10/2020,Nepal,0
0,1/12/2020,Nepal,0
6043,5/21/2020,Oman,30
8373,5/28/2020,Oman,38
4341,5/15/2020,Oman,19
18,3/11/2020,Oman,0
0,2/18/2020,Oman,0
2,2/25/2020,Oman,0
18,3/13/2020,Oman,0
0,2/16/2020,Oman,0
1141,5/25/2020,Sri Lanka,9
218,4/14/2020,Sri Lanka,7
3,3/13/2020,Sri Lanka,0
1,3/1/2020,Sri Lanka,0
0,1/27/2020,Sri Lanka,0
0,1/8/2020,Sri Lanka,0
13328,4/27/2020,Pakistan,281
0,2/20/2020,Pakistan,0
6,3/8/2020,Pakistan,0
0,1/23/2020,Pakistan,0
304,3/25/2020,Lebanon,4
520,4/5/2020,Lebanon,17
446,3/31/2020,Lebanon,11
710,4/28/2020,Lebanon,24
0,2/13/2020,Oman,0
2450,4/5/2020,Pakistan,35
133,3/29/2020,Uzbekistan,1
0,2/7/2020,Uzbekistan,0
0,1/17/2020,Uzbekistan,0
0,2/16/2020,Afghanistan,0
0,2/22/2020,Afghanistan,0
5482,4/22/2020,Malaysia,92
7732,5/30/2020,Malaysia,115
6819,5/15/2020,Malaysia,112
6353,5/5/2020,Malaysia,105
99,3/9/2020,Malaysia,0
18,2/10/2020,Malaysia,0
0,1/14/2020,Malaysia,0
432,5/3/2020,Taiwan,6
28,2/24/2020,Taiwan,1
18,2/11/2020,Taiwan,0
10,2/1/2020,Taiwan,0
0,1/18/2020,Taiwan,0
440,5/14/2020,Taiwan,7
7418,4/23/2020,Indonesia,635
790,3/26/2020,Indonesia,58
25216,5/30/2020,Indonesia,1520
10551,5/2/2020,Indonesia,800
12071,5/6/2020,Indonesia,872
4,3/7/2020,Indonesia,0
257,4/10/2020,Vietnam,0
76,3/19/2020,Vietnam,0
121,3/23/2020,Vietnam,0
327,5/29/2020,Vietnam,0
0,1/11/2020,Vietnam,0
4033,4/12/2020,Saudi Arabia,52
2795,4/8/2020,Saudi Arabia,41
0,2/16/2020,Saudi Arabia,0
0,1/24/2020,Saudi Arabia,0
0,1/7/2020,Saudi Arabia,0
2603,5/9/2020,Iraq,104
177,3/20/2020,Iraq,12
2431,5/6/2020,Iraq,102
0,1/30/2020,Iraq,0
0,2/1/2020,Iraq,0
3,3/26/2020,Myanmar,0
206,5/28/2020,Myanmar,6
161,5/6/2020,Myanmar,6
151,5/3/2020,Myanmar,6
0,1/16/2020,Cambodia,0
0,1/4/2020,Cambodia,0
0,1/11/2020,Cambodia,0
1,2/7/2020,Cambodia,0
3284,5/3/2020,Bahrain,8
3934,5/7/2020,Bahrain,8
3720,5/6/2020,Bahrain,8
0,2/21/2020,Bahrain,0
0,2/9/2020,Bahrain,0
0,1/27/2020,Bahrain,0
0,1/29/2020,Bahrain,0
0,1/19/2020,Bahrain,0
0,2/4/2020,Bahrain,0
18,4/19/2020,Timor Leste,0
24,5/19/2020,Timor Leste,0
0,1/12/2020,Timor Leste,0
0,1/7/2020,Timor Leste,0
1729,5/20/2020,Tajikistan,41
0,3/29/2020,Tajikistan,0
0,2/27/2020,Tajikistan,0
0,2/8/2020,Tajikistan,0
0,2/11/2020,Tajikistan,0
801,5/14/2020,Tajikistan,23
0,1/19/2020,Tajikistan,0
9248,4/8/2020,Israel,65
3619,3/29/2020,Israel,12
16617,5/18/2020,Israel,272
0,2/18/2020,Israel,0
0,2/20/2020,Israel,0
20921,4/4/2020,Turkey,425
9217,3/30/2020,Turkey,131
122392,5/2/2020,Turkey,3258
0,1/10/2020,Turkey,0
45465,5/26/2020,Qatar,26
549,3/27/2020,Qatar,0
2210,4/9/2020,Qatar,6
0,2/8/2020,Qatar,0
0,1/7/2020,Qatar,0
255,5/28/2020,Yemen,53
1,4/18/2020,Yemen,0
83944,4/30/2020,China,4637
84010,5/11/2020,China,4637
40206,2/10/2020,China,909
64021,2/14/2020,China,1381
20448,2/4/2020,China,426
1909,4/10/2020,Singapore,6
10141,4/23/2020,Singapore,12
345,3/20/2020,Singapore,0
166,3/11/2020,Singapore,0
106,3/2/2020,Singapore,0
424,4/11/2020,Bangladesh,27
0,1/17/2020,Bangladesh,0
11438,4/15/2020,India,377
90,3/15/2020,India,2
3,3/2/2020,India,0
3,2/25/2020,India,0
8322,5/24/2020,Kazakhstan,35
759,4/9/2020,Kazakhstan,7
0,1/14/2020,Kazakhstan,0
19,4/27/2020,Laos,0
19,5/1/2020,Laos,0
19,4/18/2020,Laos,0
0,3/8/2020,Laos,0
3017,5/13/2020,Thailand,56
3040,5/23/2020,Thailand,56
3054,5/28/2020,Thailand,57
82,3/14/2020,Thailand,1
40,2/27/2020,Thailand,0
186,2/27/2020,Japan,3
25,2/10/2020,Japan,0
1,1/15/2020,Japan,0
0,1/10/2020,Japan,0
294,4/17/2020,Palestine,2
97,3/29/2020,Palestine,1
547,5/12/2020,Palestine,4
538,5/6/2020,Palestine,4
19,3/8/2020,Palestine,0
16,3/7/2020,Palestine,0
19,3/9/2020,Palestine,0
0,1/23/2020,Palestine,0
0,1/15/2020,Palestine,0
141,5/31/2020,Brunei Darussalam,2
138,4/24/2020,Brunei Darussalam,1
83,3/22/2020,Brunei Darussalam,0
68,3/19/2020,Brunei Darussalam,0
0,3/8/2020,Brunei Darussalam,0
0,2/12/2020,Brunei Darussalam,0
0,1/31/2020,Brunei Darussalam,0
402,4/17/2020,Jordan,7
274,4/1/2020,Jordan,5
617,5/7/2020,Maldives,2
18,4/1/2020,Maldives,0
0,2/26/2020,Maldives,0
0,1/5/2020,Maldives,0
2311,4/2/2020,Philippines,96
3,2/28/2020,Philippines,1
4648,4/13/2020,Philippines,297
6259,4/20/2020,Philippines,409
202,3/19/2020,Philippines,17
3,2/26/2020,Philippines,1
12,3/30/2020,Mongolia,0
179,5/29/2020,Mongolia,0
1,3/17/2020,Mongolia,0
0,1/16/2020,Mongolia,0
3,3/1/2020,Philippines,1
0,1/15/2020,Philippines,0
11,3/27/2020,Mongolia,0
0,2/29/2020,Syria,0
100,3/14/2020,Kuwait,0
112,3/16/2020,Kuwait,0
58,3/6/2020,Kuwait,0
0,2/3/2020,Kuwait,0
0,1/18/2020,Kuwait,0
0,1/21/2020,Kuwait,0
0,1/9/2020,Syria,0
0,1/27/2020,Kuwait,0
10635,4/17/2020,South Korea,230
11206,5/25/2020,South Korea,267
7513,3/10/2020,South Korea,54
4,1/28/2020,South Korea,0
0,1/16/2020,South Korea,0
1468,5/26/2020,Kyrgyzstan,16
554,4/19/2020,Kyrgyzstan,5
1722,5/30/2020,Kyrgyzstan,16
895,5/7/2020,Kyrgyzstan,12
0,1/18/2020,Kyrgyzstan,0
0,1/21/2020,Kyrgyzstan,0
8322,4/23/2020,United Arab Emirates,52
28704,5/24/2020,United Arab Emirates,244
74,3/11/2020,United Arab Emirates,0
59,3/10/2020,United Arab Emirates,0
77995,4/17/2020,Iran,4869
139511,5/27/2020,Iran,7508
61,2/25/2020,Iran,12
910,4/15/2020,Oman,4
167,3/30/2020,Oman,0
24,3/17/2020,Oman,0
102,3/25/2020,Sri Lanka,0
233,4/15/2020,Sri Lanka,7
1,2/18/2020,Sri Lanka,0
0,1/22/2020,Sri Lanka,0
45898,5/20/2020,Pakistan,985
34336,5/13/2020,Pakistan,737
66457,5/30/2020,Pakistan,1395
704,4/26/2020,Lebanon,24
93,3/15/2020,Lebanon,3
120,3/17/2020,Lebanon,3
0,2/2/2020,Lebanon,0
0,1/3/2020,Lebanon,0
24,5/23/2020,Bhutan,0
5,4/11/2020,Bhutan,0
0,2/9/2020,Bhutan,0
0,2/4/2020,Bhutan,0
1,3/6/2020,Nepal,0
1,1/27/2020,Nepal,0
299,4/6/2020,Afghanistan,7
607,4/13/2020,Afghanistan,18
9216,5/23/2020,Afghanistan,205
13659,5/30/2020,Afghanistan,246
10,3/15/2020,Afghanistan,0
1,3/6/2020,Afghanistan,0
0,2/13/2020,Afghanistan,0
0,2/12/2020,Afghanistan,0
0,2/15/2020,Afghanistan,0
900,3/26/2020,Saudi Arabia,2
49176,5/16/2020,Saudi Arabia,292
11,3/9/2020,Saudi Arabia,0
1720,4/2/2020,Saudi Arabia,16
0,2/15/2020,Saudi Arabia,0
6179,5/31/2020,Iraq,195
3724,5/21/2020,Iraq,134
1202,4/9/2020,Iraq,69
0,1/13/2020,Iraq,0
65,3/26/2020,Uzbekistan,0
1692,4/22/2020,Uzbekistan,6
0,1/23/2020,Uzbekistan,0
0,1/16/2020,Uzbekistan,0
1744,4/18/2020,Bahrain,7
9366,5/27/2020,Bahrain,14
0,2/8/2020,Bahrain,0
5516,4/17/2020,Indonesia,496
23851,5/28/2020,Indonesia,1473
22271,5/25/2020,Indonesia,1372
20162,5/22/2020,Indonesia,1278
0,2/25/2020,Indonesia,0
0,1/25/2020,Indonesia,0
327,5/30/2020,Vietnam,0
251,4/7/2020,Vietnam,0
27,4/10/2020,Myanmar,3
182,5/17/2020,Myanmar,6
121,4/22/2020,Myanmar,5
0,3/15/2020,Myanmar,0
0,3/5/2020,Myanmar,0
0,3/11/2020,Myanmar,0
0,3/12/2020,Myanmar,0
122,4/19/2020,Cambodia,0
1,3/4/2020,Cambodia,0
2,3/10/2020,Cambodia,0
0,1/19/2020,Cambodia,0
1,2/11/2020,Cambodia,0
2,4/13/2020,Timor Leste,0
24,5/4/2020,Timor Leste,0
0,3/13/2020,Timor Leste,0
0,2/7/2020,Timor Leste,0
0,1/21/2020,Timor Leste,0
0,3/27/2020,Tajikistan,0
0,2/3/2020,Tajikistan,0
0,1/24/2020,Tajikistan,0
0,1/7/2020,Tajikistan,0
5240,5/12/2020,Kazakhstan,32
12,4/8/2020,Laos,0
19,5/6/2020,Laos,0
0,3/15/2020,Laos,0
0,2/11/2020,Laos,0
0,1/28/2020,Laos,0
0,1/10/2020,Laos,0
3081,5/31/2020,Thailand,57
3034,5/20/2020,Thailand,56
177,3/19/2020,Thailand,1
14,1/28/2020,Thailand,0
0,2/26/2020,Kazakhstan,0
5698,3/28/2020,Turkey,92
34109,4/8/2020,Turkey,725
0,3/8/2020,Turkey,0
0,2/13/2020,Turkey,0
69392,4/16/2020,Turkey,1518
0,2/5/2020,Turkey,0
0,1/19/2020,Turkey,0
0,1/7/2020,Turkey,0
26891,5/16/2020,Singapore,21
85,2/21/2020,Singapore,0
8,3/18/2020,Bangladesh,0
3,3/11/2020,Bangladesh,0
0,3/7/2020,Bangladesh,0
0,1/29/2020,Bangladesh,0
0,1/9/2020,Bangladesh,0
0,1/14/2020,Bangladesh,0
182143,5/31/2020,India,5164
28,3/5/2020,India,0
44,3/10/2020,India,0
3,2/23/2020,India,0
3,2/22/2020,India,0
0,1/27/2020,India,0
16289,5/6/2020,Israel,238
0,2/4/2020,Israel,0
1030,3/21/2020,Malaysia,2
0,1/22/2020,Malaysia,0
429,4/30/2020,Taiwan,6
22,2/18/2020,Taiwan,1
3,1/26/2020,Taiwan,0
1,1/21/2020,Taiwan,0
0,1/4/2020,Taiwan,0
15463,5/7/2020,Japan,551
1193,3/25/2020,Japan,43
16651,5/28/2020,Japan,858
12892,4/25/2020,Japan,334
16193,5/15/2020,Japan,710
340,4/25/2020,Palestine,2
0,2/29/2020,Palestine,0
0,1/18/2020,Palestine,0
0,1/14/2020,Palestine,0
0,1/13/2020,Palestine,0
136,4/13/2020,Brunei Darussalam,1
141,5/30/2020,Brunei Darussalam,2
0,1/15/2020,Brunei Darussalam,0
9358,4/26/2020,Qatar,10
526,3/25/2020,Qatar,0
8,3/6/2020,Qatar,0
0,1/15/2020,Qatar,0
0,1/19/2020,Qatar,0
0,1/10/2020,Qatar,0
237,5/26/2020,Yemen,45
167,5/20/2020,Yemen,28
0,1/10/2020,Yemen,0
0,1/5/2020,Yemen,0
83876,4/23/2020,China,4636
84106,5/28/2020,China,4638
84095,5/25/2020,China,4638
81827,3/27/2020,China,3296
84029,5/15/2020,China,4637
80261,3/3/2020,China,2946
66559,2/15/2020,China,1524
9714,1/31/2020,China,213
526,1/22/2020,China,17
44,1/3/2020,China,0
441,4/25/2020,Jordan,7
345,4/6/2020,Jordan,5
444,4/26/2020,Jordan,7
299,4/4/2020,Jordan,5
0,2/9/2020,Jordan,0
0,1/22/2020,Jordan,0
6,3/11/2020,Maldives,0
4,3/10/2020,Maldives,0
0,2/16/2020,Maldives,0
0,2/18/2020,Maldives,0
0,2/8/2020,Maldives,0
0,1/1/2020,Maldives,0
11618,5/14/2020,Philippines,772
380,3/22/2020,Philippines,25
7192,4/25/2020,Philippines,477
9684,5/6/2020,Philippines,637
4076,4/11/2020,Philippines,203
10,3/22/2020,Mongolia,0
10,3/23/2020,Mongolia,0
0,2/2/2020,Mongolia,0
0,1/17/2020,Mongolia,0
0,1/5/2020,Philippines,0
141,5/23/2020,Mongolia,0
0,1/19/2020,Syria,0
7623,5/10/2020,Kuwait,49
23267,5/28/2020,Kuwait,175
64,3/9/2020,Kuwait,0
65,3/10/2020,Kuwait,0
0,1/5/2020,Syria,0
8413,3/18/2020,South Korea,86
10423,4/9/2020,South Korea,204
8320,3/17/2020,South Korea,81
10752,4/28/2020,South Korea,244
0,1/8/2020,South Korea,0
44,3/27/2020,Kyrgyzstan,0
0,2/1/2020,Kyrgyzstan,0
8812,4/24/2020,United Arab Emirates,56
113,3/18/2020,United Arab Emirates,0
8,2/14/2020,United Arab Emirates,0
11,2/22/2020,United Arab Emirates,0
146668,5/30/2020,Iran,7677
44606,4/1/2020,Iran,2898
23049,3/24/2020,Iran,1812
0,2/16/2020,Iran,0
90481,4/27/2020,Iran,5710
0,2/5/2020,Iran,0
2903,5/7/2020,Oman,13
1905,4/26/2020,Oman,10
2447,5/2/2020,Oman,11
66,3/24/2020,Oman,0
4,2/27/2020,Oman,0
0,2/2/2020,Oman,0
0,1/15/2020,Oman,0
0,1/21/2020,Oman,0
254,4/19/2020,Sri Lanka,7
718,5/4/2020,Sri Lanka,7
97,3/24/2020,Sri Lanka,0
1,2/13/2020,Sri Lanka,0
1,2/22/2020,Sri Lanka,0
330,4/23/2020,Sri Lanka,7
1408,3/29/2020,Pakistan,11
479,4/2/2020,Lebanon,12
1140,5/27/2020,Lebanon,26
911,5/18/2020,Lebanon,26
0,2/9/2020,Lebanon,0
0,1/23/2020,Lebanon,0
0,1/11/2020,Lebanon,0
12723,4/26/2020,Pakistan,269
677,4/22/2020,Lebanon,21
7,4/26/2020,Bhutan,0
0,2/15/2020,Bhutan,0
4,3/31/2020,Bhutan,0
1,3/13/2020,Nepal,0
0,1/16/2020,Nepal,0
0,1/4/2020,Nepal,0
5389,4/20/2020,Malaysia,89
6742,5/13/2020,Malaysia,109
23,2/28/2020,Malaysia,0
8,1/31/2020,Malaysia,0
438,5/5/2020,Taiwan,6
18,2/16/2020,Taiwan,0
9,1/31/2020,Taiwan,0
32604,5/18/2020,Qatar,15
320,3/14/2020,Qatar,0
0,2/26/2020,Qatar,0
262,3/12/2020,Qatar,0
0,1/3/2020,Qatar,0
0,4/4/2020,Yemen,0
0,3/18/2020,Yemen,0
7,5/2/2020,Yemen,2
0,3/14/2020,Yemen,0
0,2/27/2020,Yemen,0
83817,4/20/2020,China,4636
82784,4/8/2020,China,3337
59,1/11/2020,China,1
11173,5/26/2020,Afghanistan,219
3778,5/9/2020,Afghanistan,109
1827,4/29/2020,Afghanistan,60
6402,5/16/2020,Afghanistan,168
1,3/7/2020,Afghanistan,0
0,2/24/2020,Afghanistan,0
0,2/20/2020,Afghanistan,0
0,2/5/2020,Afghanistan,0
0,1/17/2020,Afghanistan,0
0,1/10/2020,Afghanistan,0
2127,5/3/2020,Uzbekistan,9
83,3/27/2020,Uzbekistan,0
2645,5/15/2020,Uzbekistan,11
0,3/14/2020,Uzbekistan,0
0,3/13/2020,Uzbekistan,0
0,2/10/2020,Uzbekistan,0
0,1/20/2020,Uzbekistan,0
0,2/24/2020,Saudi Arabia,0
9362,4/20/2020,Saudi Arabia,97
772,4/4/2020,Iraq,54
1046,3/28/2020,Indonesia,87
7135,4/22/2020,Indonesia,616
3512,4/11/2020,Indonesia,306
251,4/8/2020,Vietnam,0
267,4/14/2020,Vietnam,0
0,1/22/2020,Vietnam,0
0,1/13/2020,Vietnam,0
2,4/10/2020,Timor Leste,0
1,3/28/2020,Timor Leste,0
24,5/10/2020,Timor Leste,0
0,1/28/2020,Timor Leste,0
0,1/19/2020,Timor Leste,0
0,4/2/2020,Tajikistan,0
3100,5/27/2020,Tajikistan,46
293,5/6/2020,Tajikistan,5
0,3/6/2020,Tajikistan,0
0,1/26/2020,Tajikistan,0
6747,5/17/2020,Bahrain,12
49,3/4/2020,Bahrain,0
0,2/19/2020,Bahrain,0
151,5/1/2020,Myanmar,6
122,4/12/2020,Cambodia,0
109,4/1/2020,Cambodia,0
5,3/13/2020,Cambodia,0
0,1/22/2020,Cambodia,0
0,1/2/2020,Cambodia,0
110130,4/27/2020,Turkey,2805
30217,4/7/2020,Turkey,649
21707,5/9/2020,Singapore,20
12075,4/25/2020,Singapore,12
50,2/13/2020,Singapore,0
621,4/13/2020,Bangladesh,34
38292,5/28/2020,Bangladesh,544
7667,5/1/2020,Bangladesh,168
0,2/12/2020,Bangladesh,0
0,1/30/2020,Bangladesh,0
0,1/15/2020,Bangladesh,0
0,1/10/2020,Bangladesh,0
90927,5/17/2020,India,2872
18600,4/21/2020,India,590
24506,4/25/2020,India,775
191,3/20/2020,India,4
3,2/13/2020,India,0
3,2/12/2020,India,0
0,1/6/2020,India,0
2482,4/25/2020,Kazakhstan,25
0,3/7/2020,Kazakhstan,0
0,2/2/2020,Kazakhstan,0
0,1/18/2020,Kazakhstan,0
0,1/12/2020,Kazakhstan,0
0,1/3/2020,Kazakhstan,0
0,1/2/2020,Kazakhstan,0
19,4/17/2020,Laos,0
19,5/13/2020,Laos,0
0,3/14/2020,Laos,0
0,2/10/2020,Laos,0
0,2/6/2020,Laos,0
0,1/17/2020,Laos,0
42,2/29/2020,Thailand,0
35,2/24/2020,Thailand,0
33,2/13/2020,Thailand,0
19,2/2/2020,Thailand,0
2,1/19/2020,Thailand,0
1,1/14/2020,Thailand,0
16690,5/23/2020,Israel,279
16987,5/30/2020,Israel,284
16872,5/29/2020,Israel,284
0,2/7/2020,Israel,0
0,1/24/2020,Israel,0
7255,4/13/2020,Japan,102
349,3/6/2020,Japan,6
16651,5/27/2020,Japan,858
25,2/5/2020,Japan,0
268,4/12/2020,Palestine,2
625,5/30/2020,Palestine,5
0,2/25/2020,Palestine,0
0,2/15/2020,Palestine,0
0,2/3/2020,Palestine,0
115,3/28/2020,Brunei Darussalam,0
136,4/12/2020,Brunei Darussalam,1
0,3/7/2020,Brunei Darussalam,0
0,2/27/2020,Brunei Darussalam,0
0,2/6/2020,Brunei Darussalam,0
0,2/5/2020,Brunei Darussalam,0
708,5/25/2020,Jordan,9
391,4/14/2020,Jordan,7
16,3/17/2020,Jordan,0
0,2/10/2020,Jordan,0
110,4/24/2020,Maldives,0
20,4/14/2020,Maldives,0
1303,5/24/2020,Maldives,4
0,2/27/2020,Maldives,0
468,5/1/2020,Maldives,1
0,2/7/2020,Maldives,0
5223,4/15/2020,Philippines,335
14669,5/27/2020,Philippines,886
3,2/17/2020,Philippines,1
31,4/17/2020,Mongolia,0
0,2/21/2020,Mongolia,0
0,2/11/2020,Mongolia,0
0,1/19/2020,Mongolia,0
179,5/31/2020,Mongolia,0
61,3/8/2020,Kuwait,0
45,3/1/2020,Kuwait,0
0,1/16/2020,Kuwait,0
21,3/2/2020,United Arab Emirates,0
4,1/30/2020,United Arab Emirates,0
0,1/3/2020,United Arab Emirates,0
5158,4/16/2020,United Arab Emirates,33
3,3/19/2020,Kyrgyzstan,0
1403,5/24/2020,Kyrgyzstan,14
0,2/9/2020,Kyrgyzstan,0
0,1/29/2020,Kyrgyzstan,0
2568,5/4/2020,Oman,12
16,3/8/2020,Oman,0
7,3/3/2020,Oman,0
3224,5/10/2020,Oman,17
1028,5/21/2020,Sri Lanka,9
1530,5/29/2020,Sri Lanka,10
22550,5/6/2020,Pakistan,526
0,2/8/2020,Pakistan,0
0,2/4/2020,Pakistan,0
809,5/10/2020,Lebanon,26
438,3/30/2020,Lebanon,10
32,3/9/2020,Lebanon,0
0,1/16/2020,Lebanon,0
31,3/16/2020,Pakistan,0
112725,5/14/2020,Iran,6783
55743,4/5/2020,Iran,3452
135701,5/25/2020,Iran,7417
10591,4/15/2020,South Korea,225
11441,5/30/2020,South Korea,269
10331,4/7/2020,South Korea,192
11078,5/19/2020,South Korea,263
28,2/13/2020,South Korea,0
892,2/25/2020,South Korea,8
5766,3/5/2020,South Korea,35
4,1/29/2020,South Korea,0
0,1/15/2020,South Korea,0
0,1/17/2020,South Korea,0
4817,4/14/2020,Malaysia,77
50,3/6/2020,Malaysia,0
429,4/29/2020,Taiwan,6
306,3/31/2020,Taiwan,5
59,3/15/2020,Taiwan,1
48,3/11/2020,Taiwan,1
0,1/14/2020,Taiwan,0
0,1/13/2020,Taiwan,0
0,1/2/2020,Taiwan,0
283,3/29/2020,Taiwan,2
10287,4/27/2020,Qatar,10
4663,4/18/2020,Qatar,7
17142,5/6/2020,Qatar,12
3,3/2/2020,Qatar,0
0,2/10/2020,Qatar,0
1,4/12/2020,Yemen,0
56,5/12/2020,Yemen,9
0,4/1/2020,Yemen,0
249,5/27/2020,Yemen,49
0,3/12/2020,Yemen,0
0,2/21/2020,Yemen,0
0,2/4/2020,Yemen,0
83961,5/3/2020,China,4637
83976,5/8/2020,China,4637
83899,4/25/2020,China,4636
84103,5/27/2020,China,4638
78927,2/28/2020,China,2790
80,1/18/2020,China,2
27,1/1/2020,China,0
0,1/18/2020,Afghanistan,0
0,1/13/2020,Afghanistan,0
193,3/21/2020,Iraq,14
3032,5/14/2020,Iraq,115
0,2/9/2020,Iraq,0
1415,4/16/2020,Iraq,79
0,2/22/2020,Iraq,0
0,1/29/2020,Iraq,0
0,2/3/2020,Iraq,0
18496,5/20/2020,Indonesia,1221
514,3/23/2020,Indonesia,48
12776,5/8/2020,Indonesia,930
0,2/12/2020,Indonesia,0
0,1/28/2020,Indonesia,0
262,4/12/2020,Vietnam,0
88,3/21/2020,Vietnam,0
271,5/6/2020,Vietnam,0
16,2/27/2020,Vietnam,0
3287,4/10/2020,Saudi Arabia,44
31938,5/7/2020,Saudi Arabia,209
511,3/23/2020,Saudi Arabia,0
0,2/14/2020,Saudi Arabia,0
0,2/18/2020,Saudi Arabia,0
1,4/7/2020,Timor Leste,0
24,5/8/2020,Timor Leste,0
0,2/24/2020,Timor Leste,0
0,2/11/2020,Timor Leste,0
0,4/5/2020,Tajikistan,0
0,3/8/2020,Tajikistan,0
0,2/7/2020,Tajikistan,0
0,2/6/2020,Tajikistan,0
0,1/29/2020,Tajikistan,0
0,1/12/2020,Tajikistan,0
0,1/4/2020,Tajikistan,0
0,1/11/2020,Tajikistan,0
4444,5/9/2020,Bahrain,8
211,3/15/2020,Bahrain,0
0,2/14/2020,Bahrain,0
0,1/10/2020,Bahrain,0
15,5/14/2020,Bhutan,0
9,5/11/2020,Bhutan,0
217,5/13/2020,Nepal,0
45,4/23/2020,Nepal,0
54,4/29/2020,Nepal,0
3,3/26/2020,Nepal,0
886,5/28/2020,Nepal,4
1,2/26/2020,Nepal,0
1,3/9/2020,Nepal,0
1,2/11/2020,Nepal,0
0,1/14/2020,Nepal,0
149435,5/18/2020,Turkey,4140
0,1/27/2020,Turkey,0
0,2/4/2020,Turkey,0
1865,4/26/2020,Uzbekistan,8
2002,4/30/2020,Uzbekistan,9
2741,5/17/2020,Uzbekistan,11
0,2/27/2020,Uzbekistan,0
0,3/1/2020,Uzbekistan,0
0,2/3/2020,Uzbekistan,0
0,1/18/2020,Uzbekistan,0
11178,4/24/2020,Singapore,12
2299,4/12/2020,Singapore,8
1838,4/18/2020,Bangladesh,75
32078,5/24/2020,Bangladesh,452
0,2/1/2020,Bangladesh,0
39980,5/3/2020,India,1301
131868,5/24/2020,India,3867
5734,4/9/2020,India,166
93,3/16/2020,India,2
9932,5/29/2020,Kazakhstan,37
0,2/27/2020,Kazakhstan,0
0,2/24/2020,Kazakhstan,0
0,2/12/2020,Kazakhstan,0
0,2/20/2020,Kazakhstan,0
0,3/21/2020,Laos,0
6,3/29/2020,Laos,0
0,1/30/2020,Laos,0
1245,3/29/2020,Thailand,6
2733,4/19/2020,Thailand,47
32,2/8/2020,Thailand,0
14,1/31/2020,Thailand,0
4,1/22/2020,Thailand,0
17012,5/31/2020,Israel,284
2666,3/27/2020,Israel,8
0,1/8/2020,Israel,0
16024,5/13/2020,Japan,668
6748,4/12/2020,Japan,98
16305,5/18/2020,Japan,749
11772,4/23/2020,Japan,287
2935,4/4/2020,Japan,69
577,5/21/2020,Palestine,4
62,3/26/2020,Palestine,0
