COUNTRY_SHORT_NAME,REPORT_DATE,,,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT,PEOPLE_POSITIVE_CASES_COUNT,PEOPLE_DEATH_NEW_COUNT
Marshall Islands,5/8/2020,,,0,0,0,0
Solomon Islands,5/8/2020,,,0,0,0,0
Wallis and Futuna,5/8/2020,,,0,,,0
New Zealand,5/8/2020,,,2,21,1141,0
Australia,5/8/2020,,,21,97,6896,0
New Caledonia,5/8/2020,,,0,0,18,0
French Polynesia,5/8/2020,,,0,0,60,0
Papua New Guinea,5/9/2020,,,0,0,8,0
Wallis and Futuna,5/9/2020,,,0,,,0
New Caledonia,5/9/2020,,,0,0,18,0
Fiji,5/9/2020,,,0,0,18,0
Australia,5/9/2020,,,18,97,6914,0
Marshall Islands,5/9/2020,,,0,0,0,0
French Polynesia,5/9/2020,,,0,0,60,0
New Zealand,5/9/2020,,,1,21,1142,0
Solomon Islands,5/9/2020,,,0,0,0,0
French Polynesia,5/10/2020,,,0,0,60,0
Fiji,5/10/2020,,,0,0,18,0
Marshall Islands,5/10/2020,,,0,0,0,0
Wallis and Futuna,5/10/2020,,,0,,,0
Australia,5/10/2020,,,15,97,6929,0
New Zealand,5/10/2020,,,2,21,1144,0
Solomon Islands,5/10/2020,,,0,0,0,0
Papua New Guinea,5/10/2020,,,0,0,8,0
New Caledonia,5/10/2020,,,0,0,18,0
Australia,5/11/2020,,,12,97,6941,0
New Zealand,5/11/2020,,,3,21,1147,0
Papua New Guinea,5/11/2020,,,0,0,8,0
Wallis and Futuna,5/11/2020,,,0,,,0
French Polynesia,5/11/2020,,,0,0,60,0
Marshall Islands,5/11/2020,,,0,0,0,0
Fiji,5/11/2020,,,0,0,18,0
Solomon Islands,5/11/2020,,,0,0,0,0
New Caledonia,5/11/2020,,,0,0,18,0
Solomon Islands,5/12/2020,,,0,0,0,0
New Zealand,5/12/2020,,,0,21,1147,0
Marshall Islands,5/12/2020,,,0,0,0,0
Australia,5/12/2020,,,7,97,6948,0
New Caledonia,5/12/2020,,,0,0,18,0
Wallis and Futuna,5/12/2020,,,0,,,0
French Polynesia,5/12/2020,,,0,0,60,0
Fiji,5/12/2020,,,0,0,18,0
Papua New Guinea,5/12/2020,,,0,0,8,0
Wallis and Futuna,5/13/2020,,,0,,,0
Papua New Guinea,5/13/2020,,,0,0,8,0
New Caledonia,5/13/2020,,,0,0,18,0
Fiji,5/13/2020,,,0,0,18,0
Marshall Islands,5/13/2020,,,0,0,0,0
French Polynesia,5/13/2020,,,0,0,60,0
Australia,5/13/2020,,,16,97,6964,0
New Zealand,5/13/2020,,,0,21,1147,0
Solomon Islands,5/13/2020,,,0,0,0,0
Solomon Islands,5/14/2020,,,0,0,0,0
Marshall Islands,5/14/2020,,,0,0,0,0
Fiji,5/14/2020,,,0,0,18,0
New Caledonia,5/14/2020,,,0,0,18,0
Wallis and Futuna,5/14/2020,,,0,,,0
New Zealand,5/14/2020,,,0,21,1147,0
French Polynesia,5/14/2020,,,0,0,60,0
Australia,5/14/2020,,,11,98,6975,1
Papua New Guinea,5/14/2020,,,0,0,8,0
New Zealand,5/15/2020,,,1,21,1148,0
French Polynesia,5/15/2020,,,0,0,60,0
New Caledonia,5/15/2020,,,0,0,18,0
Australia,5/15/2020,,,14,98,6989,0
Marshall Islands,5/15/2020,,,0,0,0,0
Papua New Guinea,5/15/2020,,,0,0,8,0
Fiji,5/15/2020,,,0,0,18,0
Solomon Islands,5/15/2020,,,0,0,0,0
Wallis and Futuna,5/15/2020,,,0,,,0
New Caledonia,5/16/2020,,,0,0,18,0
New Zealand,5/16/2020,,,0,21,1148,0
French Polynesia,5/16/2020,,,0,0,60,0
Australia,5/16/2020,,,30,98,7019,0
Wallis and Futuna,5/16/2020,,,0,,,0
Fiji,5/16/2020,,,0,0,18,0
Marshall Islands,5/16/2020,,,0,0,0,0
Papua New Guinea,5/16/2020,,,0,0,8,0
Solomon Islands,5/16/2020,,,0,0,0,0
Wallis and Futuna,5/17/2020,,,0,,,0
New Zealand,5/17/2020,,,1,21,1149,0
New Caledonia,5/17/2020,,,0,0,18,0
Solomon Islands,5/17/2020,,,0,0,0,0
French Polynesia,5/17/2020,,,0,0,60,0
Australia,5/17/2020,,,17,98,7036,0
Marshall Islands,5/17/2020,,,0,0,0,0
Papua New Guinea,5/17/2020,,,0,0,8,0
Fiji,5/17/2020,,,0,0,18,0
Solomon Islands,5/18/2020,,,0,0,0,0
New Zealand,5/18/2020,,,0,21,1149,0
Fiji,5/18/2020,,,0,0,18,0
Australia,5/18/2020,,,9,98,7045,0
New Caledonia,5/18/2020,,,0,0,18,0
Wallis and Futuna,5/18/2020,,,0,,,0
Marshall Islands,5/18/2020,,,0,0,0,0
Papua New Guinea,5/18/2020,,,0,0,8,0
French Polynesia,5/18/2020,,,0,0,60,0
New Caledonia,5/19/2020,,,0,0,18,0
Marshall Islands,5/19/2020,,,0,0,0,0
Fiji,5/19/2020,,,0,0,18,0
Australia,5/19/2020,,,15,99,7060,1
Papua New Guinea,5/19/2020,,,0,0,8,0
French Polynesia,5/19/2020,,,0,0,60,0
Wallis and Futuna,5/19/2020,,,0,,,0
New Zealand,5/19/2020,,,4,21,1153,0
Solomon Islands,5/19/2020,,,0,0,0,0
Marshall Islands,5/20/2020,,,0,0,0,0
Solomon Islands,5/20/2020,,,0,0,0,0
New Caledonia,5/20/2020,,,0,0,18,0
Papua New Guinea,5/20/2020,,,0,0,8,0
New Zealand,5/20/2020,,,0,21,1153,0
Australia,5/20/2020,,,8,99,7068,0
Fiji,5/20/2020,,,0,0,18,0
Wallis and Futuna,5/20/2020,,,0,,,0
French Polynesia,5/20/2020,,,0,0,60,0
Fiji,5/21/2020,,,0,0,18,0
New Caledonia,5/21/2020,,,0,0,18,0
New Zealand,5/21/2020,,,0,21,1153,0
Marshall Islands,5/21/2020,,,0,0,0,0
Solomon Islands,5/21/2020,,,0,0,0,0
French Polynesia,5/21/2020,,,0,0,60,0
Australia,5/21/2020,,,11,100,7079,1
Papua New Guinea,5/21/2020,,,0,0,8,0
Wallis and Futuna,5/21/2020,,,0,,,0
New Zealand,5/22/2020,,,1,21,1154,0
Australia,5/22/2020,,,2,100,7081,0
Wallis and Futuna,5/22/2020,,,0,,,0
Solomon Islands,5/22/2020,,,0,0,0,0
Fiji,5/22/2020,,,0,0,18,0
New Caledonia,5/22/2020,,,0,0,18,0
Marshall Islands,5/22/2020,,,0,0,0,0
Papua New Guinea,5/22/2020,,,0,0,8,0
French Polynesia,5/22/2020,,,0,0,60,0
Solomon Islands,5/23/2020,,,0,0,0,0
Marshall Islands,5/23/2020,,,0,0,0,0
Australia,5/23/2020,,,14,101,7095,1
Fiji,5/23/2020,,,0,0,18,0
French Polynesia,5/23/2020,,,0,0,60,0
New Zealand,5/23/2020,,,0,21,1154,0
Wallis and Futuna,5/23/2020,,,0,,,0
New Caledonia,5/23/2020,,,0,0,18,0
Papua New Guinea,5/23/2020,,,0,0,8,0
Australia,5/24/2020,,,11,102,7106,1
Wallis and Futuna,5/24/2020,,,0,,,0
Marshall Islands,5/24/2020,,,0,0,0,0
Papua New Guinea,5/24/2020,,,0,0,8,0
French Polynesia,5/24/2020,,,0,0,60,0
Fiji,5/24/2020,,,0,0,18,0
New Caledonia,5/24/2020,,,0,0,18,0
New Zealand,5/24/2020,,,0,21,1154,0
Solomon Islands,5/24/2020,,,0,0,0,0
Papua New Guinea,5/25/2020,,,0,0,8,0
Australia,5/25/2020,,,3,102,7109,0
French Polynesia,5/25/2020,,,0,0,60,0
Solomon Islands,5/25/2020,,,0,0,0,0
New Caledonia,5/25/2020,,,0,0,18,0
Marshall Islands,5/25/2020,,,0,0,0,0
Wallis and Futuna,5/25/2020,,,0,,,0
Fiji,5/25/2020,,,0,0,18,0
New Zealand,5/25/2020,,,0,21,1154,0
Wallis and Futuna,5/26/2020,,,0,,,0
New Caledonia,5/26/2020,,,0,0,18,0
New Zealand,5/26/2020,,,0,21,1154,0
Papua New Guinea,5/26/2020,,,0,0,8,0
Fiji,5/26/2020,,,0,0,18,0
French Polynesia,5/26/2020,,,0,0,60,0
Marshall Islands,5/26/2020,,,0,0,0,0
Australia,5/26/2020,,,9,102,7118,0
Solomon Islands,5/26/2020,,,0,0,0,0
Wallis and Futuna,5/27/2020,,,0,,,0
Fiji,5/27/2020,,,0,0,18,0
French Polynesia,5/27/2020,,,0,0,60,0
Papua New Guinea,5/27/2020,,,0,0,8,0
New Zealand,5/27/2020,,,0,21,1154,0
Solomon Islands,5/27/2020,,,0,0,0,0
Australia,5/27/2020,,,15,102,7133,0
Marshall Islands,5/27/2020,,,0,0,0,0
New Caledonia,5/27/2020,,,0,0,18,0
Australia,5/28/2020,,,6,102,7139,0
New Zealand,5/28/2020,,,0,22,1154,1
Solomon Islands,5/28/2020,,,0,0,0,0
New Caledonia,5/28/2020,,,0,0,18,0
Papua New Guinea,5/28/2020,,,0,0,8,0
Marshall Islands,5/28/2020,,,0,0,0,0
Wallis and Futuna,5/28/2020,,,0,,,0
Fiji,5/28/2020,,,0,0,18,0
French Polynesia,5/28/2020,,,0,0,60,0
Wallis and Futuna,5/29/2020,,,0,,,0
New Caledonia,5/29/2020,,,1,0,19,0
Australia,5/29/2020,,,11,102,7150,0
French Polynesia,5/29/2020,,,0,0,60,0
Marshall Islands,5/29/2020,,,0,0,0,0
Papua New Guinea,5/29/2020,,,0,0,8,0
Solomon Islands,5/29/2020,,,0,0,0,0
Fiji,5/29/2020,,,0,0,18,0
New Zealand,5/29/2020,,,0,22,1154,0
New Zealand,5/30/2020,,,0,22,1154,0
New Caledonia,5/30/2020,,,0,0,19,0
Marshall Islands,5/30/2020,,,0,0,0,0
Papua New Guinea,5/30/2020,,,0,0,8,0
French Polynesia,5/30/2020,,,0,0,60,0
Australia,5/30/2020,,,23,102,7173,0
Wallis and Futuna,5/30/2020,,,0,,,0
Fiji,5/30/2020,,,0,0,18,0
Solomon Islands,5/30/2020,,,0,0,0,0
Wallis and Futuna,5/31/2020,,,0,,,0
French Polynesia,5/31/2020,,,0,0,60,0
New Zealand,5/31/2020,,,0,22,1154,0
Fiji,5/31/2020,,,0,0,18,0
Marshall Islands,5/31/2020,,,0,0,0,0
Australia,5/31/2020,,,12,102,7185,0
Solomon Islands,5/31/2020,,,0,0,0,0
Papua New Guinea,5/31/2020,,,0,0,8,0
New Caledonia,5/31/2020,,,0,0,19,0
